sentid	contextid	pairid	comparison	lemma	condition	sentence	ROI
1851	10	926	unexpected	involve	simple	The manager involve	2
1852	10	926	expected	involve	simple	The manager involves	2
1853	10	927	unexpected	irk	simple	The manager irk	2
1854	10	927	expected	irk	simple	The manager irks	2
1855	10	928	unexpected	iron	simple	The manager iron	2
1856	10	928	expected	iron	simple	The manager irons	2
1857	10	929	unexpected	isolate	simple	The manager isolate	2
1858	10	929	expected	isolate	simple	The manager isolates	2
1859	10	930	unexpected	issue	simple	The manager issue	2
1860	10	930	expected	issue	simple	The manager issues	2
1861	10	931	unexpected	itemize	simple	The manager itemize	2
1862	10	931	expected	itemize	simple	The manager itemizes	2
1863	10	932	unexpected	jack	simple	The manager jack	2
1864	10	932	expected	jack	simple	The manager jacks	2
1865	10	933	unexpected	jeopardize	simple	The manager jeopardize	2
1866	10	933	expected	jeopardize	simple	The manager jeopardizes	2
1867	10	934	unexpected	join	simple	The manager join	2
1868	10	934	expected	join	simple	The manager joins	2
1869	10	935	unexpected	joke	simple	The manager joke	2
1870	10	935	expected	joke	simple	The manager jokes	2
1871	10	936	unexpected	jolt	simple	The manager jolt	2
1872	10	936	expected	jolt	simple	The manager jolts	2
1873	10	937	unexpected	judge	simple	The manager judge	2
1874	10	937	expected	judge	simple	The manager judges	2
1875	10	938	unexpected	juggle	simple	The manager juggle	2
1876	10	938	expected	juggle	simple	The manager juggles	2
1877	10	939	unexpected	jump	simple	The manager jump	2
1878	10	939	expected	jump	simple	The manager jumps	2
1879	10	940	unexpected	junk	simple	The manager junk	2
1880	10	940	expected	junk	simple	The manager junks	2
1881	10	941	unexpected	justify	simple	The manager justify	2
1882	10	941	expected	justify	simple	The manager justifies	2
1883	10	942	unexpected	keen	simple	The manager keen	2
1884	10	942	expected	keen	simple	The manager keens	2
1885	10	943	unexpected	keep	simple	The manager keep	2
1886	10	943	expected	keep	simple	The manager keeps	2
1887	10	944	unexpected	key	simple	The manager key	2
1888	10	944	expected	key	simple	The manager keys	2
1889	10	945	unexpected	kick	simple	The manager kick	2
1890	10	945	expected	kick	simple	The manager kicks	2
1891	10	946	unexpected	kidnap	simple	The manager kidnap	2
1892	10	946	expected	kidnap	simple	The manager kidnaps	2
1893	10	947	unexpected	kill	simple	The manager kill	2
1894	10	947	expected	kill	simple	The manager kills	2
1895	10	948	unexpected	kiss	simple	The manager kiss	2
1896	10	948	expected	kiss	simple	The manager kisses	2
1897	10	949	unexpected	knock	simple	The manager knock	2
1898	10	949	expected	knock	simple	The manager knocks	2
1899	10	950	unexpected	know	simple	The manager know	2
1900	10	950	expected	know	simple	The manager knows	2
1901	10	951	unexpected	kowtow	simple	The manager kowtow	2
1902	10	951	expected	kowtow	simple	The manager kowtows	2
1903	10	952	unexpected	label	simple	The manager label	2
1904	10	952	expected	label	simple	The manager labels	2
1905	10	953	unexpected	lag	simple	The manager lag	2
1906	10	953	expected	lag	simple	The manager lags	2
1907	10	954	unexpected	land	simple	The manager land	2
1908	10	954	expected	land	simple	The manager lands	2
1909	10	955	unexpected	languish	simple	The manager languish	2
1910	10	955	expected	languish	simple	The manager languishes	2
1911	10	956	unexpected	lash	simple	The manager lash	2
1912	10	956	expected	lash	simple	The manager lashes	2
1913	10	957	unexpected	last	simple	The manager last	2
1914	10	957	expected	last	simple	The manager lasts	2
1915	10	958	unexpected	laugh	simple	The manager laugh	2
1916	10	958	expected	laugh	simple	The manager laughs	2
1917	10	959	unexpected	launch	simple	The manager launch	2
1918	10	959	expected	launch	simple	The manager launches	2
1919	10	960	unexpected	launder	simple	The manager launder	2
1920	10	960	expected	launder	simple	The manager launders	2
1921	10	961	unexpected	lay	simple	The manager lay	2
1922	10	961	expected	lay	simple	The manager lays	2
1923	10	962	unexpected	lead	simple	The manager lead	2
1924	10	962	expected	lead	simple	The manager leads	2
1925	10	963	unexpected	lean	simple	The manager lean	2
1926	10	963	expected	lean	simple	The manager leans	2
1927	10	964	unexpected	leapfrog	simple	The manager leapfrog	2
1928	10	964	expected	leapfrog	simple	The manager leapfrogs	2
1929	10	965	unexpected	leap	simple	The manager leap	2
1930	10	965	expected	leap	simple	The manager leaps	2
1931	10	966	unexpected	learn	simple	The manager learn	2
1932	10	966	expected	learn	simple	The manager learns	2
1933	10	967	unexpected	lease	simple	The manager lease	2
1934	10	967	expected	lease	simple	The manager leases	2
1935	10	968	unexpected	leave	simple	The manager leave	2
1936	10	968	expected	leave	simple	The manager leaves	2
1937	10	969	unexpected	lecture	simple	The manager lecture	2
1938	10	969	expected	lecture	simple	The manager lectures	2
1939	10	970	unexpected	legislate	simple	The manager legislate	2
1940	10	970	expected	legislate	simple	The manager legislates	2
1941	10	971	unexpected	legitimize	simple	The manager legitimize	2
1942	10	971	expected	legitimize	simple	The manager legitimizes	2
1943	10	972	unexpected	lend	simple	The manager lend	2
1944	10	972	expected	lend	simple	The manager lends	2
1945	10	973	unexpected	lengthen	simple	The manager lengthen	2
1946	10	973	expected	lengthen	simple	The manager lengthens	2
1947	10	974	unexpected	lessen	simple	The manager lessen	2
1948	10	974	expected	lessen	simple	The manager lessens	2
1949	10	975	unexpected	let	simple	The manager let	2
1950	10	975	expected	let	simple	The manager lets	2
1951	10	976	unexpected	level	simple	The manager level	2
1952	10	976	expected	level	simple	The manager levels	2
1953	10	977	unexpected	levy	simple	The manager levy	2
1954	10	977	expected	levy	simple	The manager levies	2
1955	10	978	unexpected	liberalize	simple	The manager liberalize	2
1956	10	978	expected	liberalize	simple	The manager liberalizes	2
1957	10	979	unexpected	license	simple	The manager license	2
1958	10	979	expected	license	simple	The manager licenses	2
1959	10	980	unexpected	lie	simple	The manager lie	2
1960	10	980	expected	lie	simple	The manager lies	2
1961	11	981	unexpected	lift	simple	The customer lift	2
1962	11	981	expected	lift	simple	The customer lifts	2
1963	11	982	unexpected	lighten	simple	The customer lighten	2
1964	11	982	expected	lighten	simple	The customer lightens	2
1965	11	983	unexpected	light	simple	The customer light	2
1966	11	983	expected	light	simple	The customer lights	2
1967	11	984	unexpected	like	simple	The customer like	2
1968	11	984	expected	like	simple	The customer likes	2
1969	11	985	unexpected	limit	simple	The customer limit	2
1970	11	985	expected	limit	simple	The customer limits	2
1971	11	986	unexpected	line	simple	The customer line	2
1972	11	986	expected	line	simple	The customer lines	2
1973	11	987	unexpected	linger	simple	The customer linger	2
1974	11	987	expected	linger	simple	The customer lingers	2
1975	11	988	unexpected	link	simple	The customer link	2
1976	11	988	expected	link	simple	The customer links	2
1977	11	989	unexpected	liquefy	simple	The customer liquefy	2
1978	11	989	expected	liquefy	simple	The customer liquefies	2
1979	11	990	unexpected	liquidate	simple	The customer liquidate	2
1980	11	990	expected	liquidate	simple	The customer liquidates	2
1981	11	991	unexpected	listen	simple	The customer listen	2
1982	11	991	expected	listen	simple	The customer listens	2
1983	11	992	unexpected	list	simple	The customer list	2
1984	11	992	expected	list	simple	The customer lists	2
1985	11	993	unexpected	live	simple	The customer live	2
1986	11	993	expected	live	simple	The customer lives	2
1987	11	994	unexpected	load	simple	The customer load	2
1988	11	994	expected	load	simple	The customer loads	2
1989	11	995	unexpected	loan	simple	The customer loan	2
1990	11	995	expected	loan	simple	The customer loans	2
1991	11	996	unexpected	lobby	simple	The customer lobby	2
1992	11	996	expected	lobby	simple	The customer lobbies	2
1993	11	997	unexpected	locate	simple	The customer locate	2
1994	11	997	expected	locate	simple	The customer locates	2
1995	11	998	unexpected	lock	simple	The customer lock	2
1996	11	998	expected	lock	simple	The customer locks	2
1997	11	999	unexpected	lodge	simple	The customer lodge	2
1998	11	999	expected	lodge	simple	The customer lodges	2
1999	11	1000	unexpected	log	simple	The customer log	2
2000	11	1000	expected	log	simple	The customer logs	2
2001	11	1001	unexpected	look	simple	The customer look	2
2002	11	1001	expected	look	simple	The customer looks	2
2003	11	1002	unexpected	loom	simple	The customer loom	2
2004	11	1002	expected	loom	simple	The customer looms	2
2005	11	1003	unexpected	loosen	simple	The customer loosen	2
2006	11	1003	expected	loosen	simple	The customer loosens	2
2007	11	1004	unexpected	loose	simple	The customer loose	2
2008	11	1004	expected	loose	simple	The customer looses	2
2009	11	1005	unexpected	loot	simple	The customer loot	2
2010	11	1005	expected	loot	simple	The customer loots	2
2011	11	1006	unexpected	lose	simple	The customer lose	2
2012	11	1006	expected	lose	simple	The customer loses	2
2013	11	1007	unexpected	love	simple	The customer love	2
2014	11	1007	expected	love	simple	The customer loves	2
2015	11	1008	unexpected	lower	simple	The customer lower	2
2016	11	1008	expected	lower	simple	The customer lowers	2
2017	11	1009	unexpected	lunch	simple	The customer lunch	2
2018	11	1009	expected	lunch	simple	The customer lunches	2
2019	11	1010	unexpected	lure	simple	The customer lure	2
2020	11	1010	expected	lure	simple	The customer lures	2
2021	11	1011	unexpected	mail	simple	The customer mail	2
2022	11	1011	expected	mail	simple	The customer mails	2
2023	11	1012	unexpected	maintain	simple	The customer maintain	2
2024	11	1012	expected	maintain	simple	The customer maintains	2
2025	11	1013	unexpected	make	simple	The customer make	2
2026	11	1013	expected	make	simple	The customer makes	2
2027	11	1014	unexpected	manage	simple	The customer manage	2
2028	11	1014	expected	manage	simple	The customer manages	2
2029	11	1015	unexpected	mandate	simple	The customer mandate	2
2030	11	1015	expected	mandate	simple	The customer mandates	2
2031	11	1016	unexpected	maneuver	simple	The customer maneuver	2
2032	11	1016	expected	maneuver	simple	The customer maneuvers	2
2033	11	1017	unexpected	manipulate	simple	The customer manipulate	2
2034	11	1017	expected	manipulate	simple	The customer manipulates	2
2035	11	1018	unexpected	manufacture	simple	The customer manufacture	2
2036	11	1018	expected	manufacture	simple	The customer manufactures	2
2037	11	1019	unexpected	man	simple	The customer man	2
2038	11	1019	expected	man	simple	The customer mans	2
2039	11	1020	unexpected	march	simple	The customer march	2
2040	11	1020	expected	march	simple	The customer marches	2
2041	11	1021	unexpected	market	simple	The customer market	2
2042	11	1021	expected	market	simple	The customer markets	2
2043	11	1022	unexpected	mark	simple	The customer mark	2
2044	11	1022	expected	mark	simple	The customer marks	2
2045	11	1023	unexpected	marry	simple	The customer marry	2
2046	11	1023	expected	marry	simple	The customer marries	2
2047	11	1024	unexpected	marvel	simple	The customer marvel	2
2048	11	1024	expected	marvel	simple	The customer marvels	2
2049	11	1025	unexpected	massage	simple	The customer massage	2
2050	11	1025	expected	massage	simple	The customer massages	2
2051	11	1026	unexpected	master	simple	The customer master	2
2052	11	1026	expected	master	simple	The customer masters	2
2053	11	1027	unexpected	match	simple	The customer match	2
2054	11	1027	expected	match	simple	The customer matches	2
2055	11	1028	unexpected	materialize	simple	The customer materialize	2
2056	11	1028	expected	materialize	simple	The customer materializes	2
2057	11	1029	unexpected	matter	simple	The customer matter	2
2058	11	1029	expected	matter	simple	The customer matters	2
2059	11	1030	unexpected	mature	simple	The customer mature	2
2060	11	1030	expected	mature	simple	The customer matures	2
2061	11	1031	unexpected	maul	simple	The customer maul	2
2062	11	1031	expected	maul	simple	The customer mauls	2
2063	11	1032	unexpected	maximize	simple	The customer maximize	2
2064	11	1032	expected	maximize	simple	The customer maximizes	2
2065	11	1033	unexpected	mean	simple	The customer mean	2
2066	11	1033	expected	mean	simple	The customer means	2
2067	11	1034	unexpected	measure	simple	The customer measure	2
2068	11	1034	expected	measure	simple	The customer measures	2
2069	11	1035	unexpected	mediate	simple	The customer mediate	2
2070	11	1035	expected	mediate	simple	The customer mediates	2
2071	11	1036	unexpected	meet	simple	The customer meet	2
2072	11	1036	expected	meet	simple	The customer meets	2
2073	11	1037	unexpected	meld	simple	The customer meld	2
2074	11	1037	expected	meld	simple	The customer melds	2
2075	11	1038	unexpected	melt	simple	The customer melt	2
2076	11	1038	expected	melt	simple	The customer melts	2
2077	11	1039	unexpected	mention	simple	The customer mention	2
2078	11	1039	expected	mention	simple	The customer mentions	2
2079	11	1040	unexpected	merge	simple	The customer merge	2
2080	11	1040	expected	merge	simple	The customer merges	2
2081	11	1041	unexpected	merit	simple	The customer merit	2
2082	11	1041	expected	merit	simple	The customer merits	2
2083	11	1042	unexpected	mesh	simple	The customer mesh	2
2084	11	1042	expected	mesh	simple	The customer meshes	2
2085	11	1043	unexpected	migrate	simple	The customer migrate	2
2086	11	1043	expected	migrate	simple	The customer migrates	2
2087	11	1044	unexpected	militate	simple	The customer militate	2
2088	11	1044	expected	militate	simple	The customer militates	2
2089	11	1045	unexpected	milk	simple	The customer milk	2
2090	11	1045	expected	milk	simple	The customer milks	2
2091	11	1046	unexpected	mimic	simple	The customer mimic	2
2092	11	1046	expected	mimic	simple	The customer mimics	2
2093	11	1047	unexpected	mince	simple	The customer mince	2
2094	11	1047	expected	mince	simple	The customer minces	2
2095	11	1048	unexpected	mind	simple	The customer mind	2
2096	11	1048	expected	mind	simple	The customer minds	2
2097	11	1049	unexpected	minimize	simple	The customer minimize	2
2098	11	1049	expected	minimize	simple	The customer minimizes	2
2099	11	1050	unexpected	mirror	simple	The customer mirror	2
2100	11	1050	expected	mirror	simple	The customer mirrors	2
2101	11	1051	unexpected	misinterpret	simple	The customer misinterpret	2
2102	11	1051	expected	misinterpret	simple	The customer misinterprets	2
2103	11	1052	unexpected	misrepresent	simple	The customer misrepresent	2
2104	11	1052	expected	misrepresent	simple	The customer misrepresents	2
2105	11	1053	unexpected	miss	simple	The customer miss	2
2106	11	1053	expected	miss	simple	The customer misses	2
2107	11	1054	unexpected	mistreat	simple	The customer mistreat	2
2108	11	1054	expected	mistreat	simple	The customer mistreats	2
2109	11	1055	unexpected	mitigate	simple	The customer mitigate	2
2110	11	1055	expected	mitigate	simple	The customer mitigates	2
2111	11	1056	unexpected	mix	simple	The customer mix	2
2112	11	1056	expected	mix	simple	The customer mixes	2
2113	11	1057	unexpected	moan	simple	The customer moan	2
2114	11	1057	expected	moan	simple	The customer moans	2
2115	11	1058	unexpected	mobilize	simple	The customer mobilize	2
2116	11	1058	expected	mobilize	simple	The customer mobilizes	2
2117	11	1059	unexpected	model	simple	The customer model	2
2118	11	1059	expected	model	simple	The customer models	2
2119	11	1060	unexpected	moderate	simple	The customer moderate	2
2120	11	1060	expected	moderate	simple	The customer moderates	2
2121	11	1061	unexpected	modernize	simple	The customer modernize	2
2122	11	1061	expected	modernize	simple	The customer modernizes	2
2123	11	1062	unexpected	modify	simple	The customer modify	2
2124	11	1062	expected	modify	simple	The customer modifies	2
2125	11	1063	unexpected	mollify	simple	The customer mollify	2
2126	11	1063	expected	mollify	simple	The customer mollifies	2
2127	11	1064	unexpected	monitor	simple	The customer monitor	2
2128	11	1064	expected	monitor	simple	The customer monitors	2
2129	11	1065	unexpected	monopolize	simple	The customer monopolize	2
2130	11	1065	expected	monopolize	simple	The customer monopolizes	2
2131	11	1066	unexpected	mop	simple	The customer mop	2
2132	11	1066	expected	mop	simple	The customer mops	2
2133	11	1067	unexpected	mortgage	simple	The customer mortgage	2
2134	11	1067	expected	mortgage	simple	The customer mortgages	2
2135	11	1068	unexpected	motivate	simple	The customer motivate	2
2136	11	1068	expected	motivate	simple	The customer motivates	2
2137	11	1069	unexpected	mount	simple	The customer mount	2
2138	11	1069	expected	mount	simple	The customer mounts	2
2139	11	1070	unexpected	move	simple	The customer move	2
2140	11	1070	expected	move	simple	The customer moves	2
2141	11	1071	unexpected	mow	simple	The customer mow	2
2142	11	1071	expected	mow	simple	The customer mows	2
2143	11	1072	unexpected	mull	simple	The customer mull	2
2144	11	1072	expected	mull	simple	The customer mulls	2
2145	11	1073	unexpected	multiply	simple	The customer multiply	2
2146	11	1073	expected	multiply	simple	The customer multiplies	2
2147	11	1074	unexpected	muse	simple	The customer muse	2
2148	11	1074	expected	muse	simple	The customer muses	2
2149	11	1075	unexpected	muster	simple	The customer muster	2
2150	11	1075	expected	muster	simple	The customer musters	2
2151	11	1076	unexpected	mute	simple	The customer mute	2
2152	11	1076	expected	mute	simple	The customer mutes	2
2153	11	1077	unexpected	nail	simple	The customer nail	2
2154	11	1077	expected	nail	simple	The customer nails	2
2155	11	1078	unexpected	name	simple	The customer name	2
2156	11	1078	expected	name	simple	The customer names	2
2157	12	1079	unexpected	narrow	simple	The farmer narrow	2
2158	12	1079	expected	narrow	simple	The farmer narrows	2
2159	12	1080	unexpected	navigate	simple	The farmer navigate	2
2160	12	1080	expected	navigate	simple	The farmer navigates	2
2161	12	1081	unexpected	naysay	simple	The farmer naysay	2
2162	12	1081	expected	naysay	simple	The farmer naysays	2
2163	12	1082	unexpected	need	simple	The farmer need	2
2164	12	1082	expected	need	simple	The farmer needs	2
2165	12	1083	unexpected	negotiate	simple	The farmer negotiate	2
2166	12	1083	expected	negotiate	simple	The farmer negotiates	2
2167	12	1084	unexpected	net	simple	The farmer net	2
2168	12	1084	expected	net	simple	The farmer nets	2
2169	12	1085	unexpected	network	simple	The farmer network	2
2170	12	1085	expected	network	simple	The farmer networks	2
2171	12	1086	unexpected	nominate	simple	The farmer nominate	2
2172	12	1086	expected	nominate	simple	The farmer nominates	2
2173	12	1087	unexpected	normalize	simple	The farmer normalize	2
2174	12	1087	expected	normalize	simple	The farmer normalizes	2
2175	12	1088	unexpected	notch	simple	The farmer notch	2
2176	12	1088	expected	notch	simple	The farmer notches	2
2177	12	1089	unexpected	note	simple	The farmer note	2
2178	12	1089	expected	note	simple	The farmer notes	2
2179	12	1090	unexpected	notice	simple	The farmer notice	2
2180	12	1090	expected	notice	simple	The farmer notices	2
2181	12	1091	unexpected	notify	simple	The farmer notify	2
2182	12	1091	expected	notify	simple	The farmer notifies	2
2183	12	1092	unexpected	nudge	simple	The farmer nudge	2
2184	12	1092	expected	nudge	simple	The farmer nudges	2
2185	12	1093	unexpected	nullify	simple	The farmer nullify	2
2186	12	1093	expected	nullify	simple	The farmer nullifies	2
2187	12	1094	unexpected	nurture	simple	The farmer nurture	2
2188	12	1094	expected	nurture	simple	The farmer nurtures	2
2189	12	1095	unexpected	obfuscate	simple	The farmer obfuscate	2
2190	12	1095	expected	obfuscate	simple	The farmer obfuscates	2
2191	12	1096	unexpected	object	simple	The farmer object	2
2192	12	1096	expected	object	simple	The farmer objects	2
2193	12	1097	unexpected	obscure	simple	The farmer obscure	2
2194	12	1097	expected	obscure	simple	The farmer obscures	2
2195	12	1098	unexpected	observe	simple	The farmer observe	2
2196	12	1098	expected	observe	simple	The farmer observes	2
2197	12	1099	unexpected	obtain	simple	The farmer obtain	2
2198	12	1099	expected	obtain	simple	The farmer obtains	2
2199	12	1100	unexpected	obviate	simple	The farmer obviate	2
2200	12	1100	expected	obviate	simple	The farmer obviates	2
2201	12	1101	unexpected	occasion	simple	The farmer occasion	2
2202	12	1101	expected	occasion	simple	The farmer occasions	2
2203	12	1102	unexpected	occupy	simple	The farmer occupy	2
2204	12	1102	expected	occupy	simple	The farmer occupies	2
2205	12	1103	unexpected	occur	simple	The farmer occur	2
2206	12	1103	expected	occur	simple	The farmer occurs	2
2207	12	1104	unexpected	offend	simple	The farmer offend	2
2208	12	1104	expected	offend	simple	The farmer offends	2
2209	12	1105	unexpected	offer	simple	The farmer offer	2
2210	12	1105	expected	offer	simple	The farmer offers	2
2211	12	1106	unexpected	offset	simple	The farmer offset	2
2212	12	1106	expected	offset	simple	The farmer offsets	2
2213	12	1107	unexpected	omit	simple	The farmer omit	2
2214	12	1107	expected	omit	simple	The farmer omits	2
2215	12	1108	unexpected	ooze	simple	The farmer ooze	2
2216	12	1108	expected	ooze	simple	The farmer oozes	2
2217	12	1109	unexpected	open	simple	The farmer open	2
2218	12	1109	expected	open	simple	The farmer opens	2
2219	12	1110	unexpected	operate	simple	The farmer operate	2
2220	12	1110	expected	operate	simple	The farmer operates	2
2221	12	1111	unexpected	oppose	simple	The farmer oppose	2
2222	12	1111	expected	oppose	simple	The farmer opposes	2
2223	12	1112	unexpected	opt	simple	The farmer opt	2
2224	12	1112	expected	opt	simple	The farmer opts	2
2225	12	1113	unexpected	order	simple	The farmer order	2
2226	12	1113	expected	order	simple	The farmer orders	2
2227	12	1114	unexpected	organize	simple	The farmer organize	2
2228	12	1114	expected	organize	simple	The farmer organizes	2
2229	12	1115	unexpected	originate	simple	The farmer originate	2
2230	12	1115	expected	originate	simple	The farmer originates	2
2231	12	1116	unexpected	oust	simple	The farmer oust	2
2232	12	1116	expected	oust	simple	The farmer ousts	2
2233	12	1117	unexpected	outfit	simple	The farmer outfit	2
2234	12	1117	expected	outfit	simple	The farmer outfits	2
2235	12	1118	unexpected	outflank	simple	The farmer outflank	2
2236	12	1118	expected	outflank	simple	The farmer outflanks	2
2237	12	1119	unexpected	outfly	simple	The farmer outfly	2
2238	12	1119	expected	outfly	simple	The farmer outflies	2
2239	12	1120	unexpected	outlast	simple	The farmer outlast	2
2240	12	1120	expected	outlast	simple	The farmer outlasts	2
2241	12	1121	unexpected	outline	simple	The farmer outline	2
2242	12	1121	expected	outline	simple	The farmer outlines	2
2243	12	1122	unexpected	outpace	simple	The farmer outpace	2
2244	12	1122	expected	outpace	simple	The farmer outpaces	2
2245	12	1123	unexpected	outperform	simple	The farmer outperform	2
2246	12	1123	expected	outperform	simple	The farmer outperforms	2
2247	12	1124	unexpected	outsell	simple	The farmer outsell	2
2248	12	1124	expected	outsell	simple	The farmer outsells	2
2249	12	1125	unexpected	outshine	simple	The farmer outshine	2
2250	12	1125	expected	outshine	simple	The farmer outshines	2
2251	12	1126	unexpected	out-smart	simple	The farmer out-smart	2
2252	12	1126	expected	out-smart	simple	The farmer out-smarts	2
2253	12	1127	unexpected	outstrip	simple	The farmer outstrip	2
2254	12	1127	expected	outstrip	simple	The farmer outstrips	2
2255	12	1128	unexpected	out-trade	simple	The farmer out-trade	2
2256	12	1128	expected	out-trade	simple	The farmer out-trades	2
2257	12	1129	unexpected	outweigh	simple	The farmer outweigh	2
2258	12	1129	expected	outweigh	simple	The farmer outweighs	2
2259	12	1130	unexpected	overbid	simple	The farmer overbid	2
2260	12	1130	expected	overbid	simple	The farmer overbids	2
2261	12	1131	unexpected	overcome	simple	The farmer overcome	2
2262	12	1131	expected	overcome	simple	The farmer overcomes	2
2263	12	1132	unexpected	overemphasize	simple	The farmer overemphasize	2
2264	12	1132	expected	overemphasize	simple	The farmer overemphasizes	2
2265	12	1133	unexpected	overhaul	simple	The farmer overhaul	2
2266	12	1133	expected	overhaul	simple	The farmer overhauls	2
2267	12	1134	unexpected	overlook	simple	The farmer overlook	2
2268	12	1134	expected	overlook	simple	The farmer overlooks	2
2269	12	1135	unexpected	overpower	simple	The farmer overpower	2
2270	12	1135	expected	overpower	simple	The farmer overpowers	2
2271	12	1136	unexpected	overpurchase	simple	The farmer overpurchase	2
2272	12	1136	expected	overpurchase	simple	The farmer overpurchases	2
2273	12	1137	unexpected	overreact	simple	The farmer overreact	2
2274	12	1137	expected	overreact	simple	The farmer overreacts	2
2275	12	1138	unexpected	override	simple	The farmer override	2
2276	12	1138	expected	override	simple	The farmer overrides	2
2277	12	1139	unexpected	overrule	simple	The farmer overrule	2
2278	12	1139	expected	overrule	simple	The farmer overrules	2
2279	12	1140	unexpected	oversee	simple	The farmer oversee	2
2280	12	1140	expected	oversee	simple	The farmer oversees	2
2281	12	1141	unexpected	overstate	simple	The farmer overstate	2
2282	12	1141	expected	overstate	simple	The farmer overstates	2
2283	12	1142	unexpected	overthrow	simple	The farmer overthrow	2
2284	12	1142	expected	overthrow	simple	The farmer overthrows	2
2285	12	1143	unexpected	overturn	simple	The farmer overturn	2
2286	12	1143	expected	overturn	simple	The farmer overturns	2
2287	12	1144	unexpected	overwhelm	simple	The farmer overwhelm	2
2288	12	1144	expected	overwhelm	simple	The farmer overwhelms	2
2289	12	1145	unexpected	owe	simple	The farmer owe	2
2290	12	1145	expected	owe	simple	The farmer owes	2
2291	12	1146	unexpected	own	simple	The farmer own	2
2292	12	1146	expected	own	simple	The farmer owns	2
2293	12	1147	unexpected	pace	simple	The farmer pace	2
2294	12	1147	expected	pace	simple	The farmer paces	2
2295	12	1148	unexpected	package	simple	The farmer package	2
2296	12	1148	expected	package	simple	The farmer packages	2
2297	12	1149	unexpected	pack	simple	The farmer pack	2
2298	12	1149	expected	pack	simple	The farmer packs	2
2299	12	1150	unexpected	paint	simple	The farmer paint	2
2300	12	1150	expected	paint	simple	The farmer paints	2
2301	12	1151	unexpected	pair	simple	The farmer pair	2
2302	12	1151	expected	pair	simple	The farmer pairs	2
2303	12	1152	unexpected	pale	simple	The farmer pale	2
2304	12	1152	expected	pale	simple	The farmer pales	2
2305	12	1153	unexpected	palm	simple	The farmer palm	2
2306	12	1153	expected	palm	simple	The farmer palms	2
2307	12	1154	unexpected	panic	simple	The farmer panic	2
2308	12	1154	expected	panic	simple	The farmer panics	2
2309	12	1155	unexpected	pan	simple	The farmer pan	2
2310	12	1155	expected	pan	simple	The farmer pans	2
2311	12	1156	unexpected	parachute	simple	The farmer parachute	2
2312	12	1156	expected	parachute	simple	The farmer parachutes	2
2313	12	1157	unexpected	parallel	simple	The farmer parallel	2
2314	12	1157	expected	parallel	simple	The farmer parallels	2
2315	12	1158	unexpected	parcel	simple	The farmer parcel	2
2316	12	1158	expected	parcel	simple	The farmer parcels	2
2317	12	1159	unexpected	park	simple	The farmer park	2
2318	12	1159	expected	park	simple	The farmer parks	2
2319	12	1160	unexpected	parry	simple	The farmer parry	2
2320	12	1160	expected	parry	simple	The farmer parries	2
2321	12	1161	unexpected	partake	simple	The farmer partake	2
2322	12	1161	expected	partake	simple	The farmer partakes	2
2323	12	1162	unexpected	participate	simple	The farmer participate	2
2324	12	1162	expected	participate	simple	The farmer participates	2
2325	12	1163	unexpected	part	simple	The farmer part	2
2326	12	1163	expected	part	simple	The farmer parts	2
2327	12	1164	unexpected	pass	simple	The farmer pass	2
2328	12	1164	expected	pass	simple	The farmer passes	2
2329	12	1165	unexpected	patronize	simple	The farmer patronize	2
2330	12	1165	expected	patronize	simple	The farmer patronizes	2
2331	12	1166	unexpected	pave	simple	The farmer pave	2
2332	12	1166	expected	pave	simple	The farmer paves	2
2333	12	1167	unexpected	pay	simple	The farmer pay	2
2334	12	1167	expected	pay	simple	The farmer pays	2
2335	12	1168	unexpected	peak	simple	The farmer peak	2
2336	12	1168	expected	peak	simple	The farmer peaks	2
2337	12	1169	unexpected	pedal	simple	The farmer pedal	2
2338	12	1169	expected	pedal	simple	The farmer pedals	2
2339	12	1170	unexpected	peddle	simple	The farmer peddle	2
2340	12	1170	expected	peddle	simple	The farmer peddles	2
2341	12	1171	unexpected	peer	simple	The farmer peer	2
2342	12	1171	expected	peer	simple	The farmer peers	2
2343	12	1172	unexpected	penalize	simple	The farmer penalize	2
2344	12	1172	expected	penalize	simple	The farmer penalizes	2
2345	12	1173	unexpected	penetrate	simple	The farmer penetrate	2
2346	12	1173	expected	penetrate	simple	The farmer penetrates	2
2347	12	1174	unexpected	perform	simple	The farmer perform	2
2348	12	1174	expected	perform	simple	The farmer performs	2
2349	12	1175	unexpected	permit	simple	The farmer permit	2
2350	12	1175	expected	permit	simple	The farmer permits	2
2351	13	1176	unexpected	perpetuate	simple	The pilots perpetuates	2
2352	13	1176	expected	perpetuate	simple	The pilots perpetuate	2
2353	13	1177	unexpected	persist	simple	The pilots persists	2
2354	13	1177	expected	persist	simple	The pilots persist	2
2355	13	1178	unexpected	persuade	simple	The pilots persuades	2
2356	13	1178	expected	persuade	simple	The pilots persuade	2
2357	13	1179	unexpected	peruse	simple	The pilots peruses	2
2358	13	1179	expected	peruse	simple	The pilots peruse	2
2359	13	1180	unexpected	petition	simple	The pilots petitions	2
2360	13	1180	expected	petition	simple	The pilots petition	2
2361	13	1181	unexpected	phase	simple	The pilots phases	2
2362	13	1181	expected	phase	simple	The pilots phase	2
2363	13	1182	unexpected	pick	simple	The pilots picks	2
2364	13	1182	expected	pick	simple	The pilots pick	2
